Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Help Desk Representative,2025-11-19,https://jobright.ai/jobs/info/691e3d883f782d2f1afb2e1b?utm_source=1100&utm_campaign=Software Engineering,On Site,"Denver, CO, US",Antero Resources,251-500,"Energy,Natural Resources",$65000-$75000 /yr,"1. High School Diploma or equivalent.
2. A strong focus on customer satisfaction, responsiveness, and productivity.
3. Ability to communicate clearly in verbal and written form with both non-technical users and technical.
4. Understanding of IT functions to be able to describe technical procedures clearly.
5. Basic understanding of computer equipment and peripherals, with a focus on how all peripherals operate and interact with the computer equipment.
...",not sure,
"Software Engineer, Pega Blueprint",2025-11-19,https://jobright.ai/jobs/info/691e3d6a3f782d2f1afb2df9?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Waltham, MA",Pegasystems,5001-10000,"Artificial Intelligence (AI),CRM",$85K-$127K /yr,"1. Bachelor’s degree in Computer Science or a similar degree is required
2. Full-stack development experience required
3. Must be local to Waltham, Ma and able to come onsite 3-4 days per week",not sure,
ERP Sales Consultant,2025-11-19,https://jobright.ai/jobs/info/691e5d7fa49a885af9a28025?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Miles IT,101-250,"Advertising,Consulting",$45K-$60K /yr,"1. Experience in SaaS Sales or a successful customer-facing background.
2. Strong understanding of and experience with Business Operations and Technology
3. Expertise in SaaS products and a passion for digital solutions.
4. Excellent consultative skills: Uncover client needs, craft tailored solutions, and consistently exceed expectations.
5. Proven ability to learn quickly and manage time effectively.
...",not sure,
"Data Center Technician - Afton, TX",2025-11-19,https://jobright.ai/jobs/info/691e3ce0a49a885af9a26b40?utm_source=1100&utm_campaign=Software Engineering,On Site,"Afton, TX",PGTEK,101-250,,$80K-$85K /yr,"1. Must be a US citizen.
2. This position requires 100% onsite presence in Afton, TX
3. Shift is expected to be first shift, but will probably rotate often. Must be able to work varying shift.
4. Role involves physical labor in a dynamic datacenter environment
5. Dell Server Expertise: Proven experience racking, stacking, and servicing Dell servers in a datacenter setting.
...",no,
IT Help Desh Technician $22-25/hr,2025-11-19,https://jobright.ai/jobs/info/691e572d3f782d2f1afb3fbd?utm_source=1100&utm_campaign=Software Engineering,On Site,"Houston, TX","Smarter HR Solutions, LLC",51-100,"Consulting,Human Resources",$22-$24 /hr,"1. Proficiency in Troubleshooting and Technical Support for hardware, software, and networking issues.
2. Strong foundational knowledge in Information Technology systems and related tools.
3. Exceptional Customer Service skills to offer user-friendly assistance and support.
4. Experience in providing Training to users for effective use of IT resources and solutions.
5. Ability to work collaboratively in a team environment and communicate technical information effectively.",not sure,
IT Support Engineer,2025-11-19,https://jobright.ai/jobs/info/691e3c2da49a885af9a26a9d?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, New York",Contentsquare,1001-5000,"Analytics,Artificial Intelligence (AI)",$65000-$75000 /yr,"1. Bachelor's degree in Information Technology, Computer Science, or a related field, or equivalent practical experience.
2. Basic understanding of operating systems (Windows, macOS, Linux), network protocols (TCP/IP, DNS), and common office applications (Microsoft Office Suite, Google Workspace).
3. Familiarity with IT ticketing systems and remote support tools.
4. Excellent problem-solving skills and the ability to diagnose and resolve technical issues efficiently.
5. Strong communication and interpersonal skills, with the ability to explain technical concepts clearly to non-technical users.
...",not sure,
Technical Support Representative - Remote,2025-11-19,https://jobright.ai/jobs/info/691e50c7a49a885af9a278b9?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,BigCommerce,1001-5000,"Business Development,E-Commerce",$19-$21 /hr,"1. A work ethic that demonstrates dedication to the company, its mission, and the team; a desire to work in a culture of excellence
2. Experience in a customer-facing, service-oriented role is required
3. Exceptional ability to utilize self-service resources (internal guides, Google-fu, external service portals, etc) to find solutions is required
4. Strong aptitude toward various web, eCommerce, and hosting technologies and how they work together
5. Exceptional critical thinking and soft skills with a passion for getting every customer on the path to success using thoughtful solutions that best fit each situation
...",not sure,
"2026 MLB Data Operations (CINCINNATI, OH)",2025-11-19,https://jobright.ai/jobs/info/691e3ad109cc522e87737e13?utm_source=1100&utm_campaign=Software Engineering,On Site,"CINCINNATI, OH",Major League Baseball (MLB),1001-5000,"Association,Baseball",$25-$27.50 /hr,"1. Exceptional (and demonstrable) knowledge of baseball and how to score a baseball game.
2. Strong computer proficiency (Windows OS, Windows-based software and Chrome browser) and the ability to quickly learn and operate new software.
3. Knowledge and use of Slack chat software.
4. Network connection management (Ethernet, Wi-Fi enabling/Disabling; test MAC Address).
5. Regular availability to attend games in-person as required by the schedule: weekdays, nights and weekends.
...",not sure,
Local AI Consultant (Salt Lake-Lehi),2025-11-19,https://jobright.ai/jobs/info/691f9cbfa49a885af9a326ec?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lehi, UT",Refer.IO,11-50,,$2000-$2000 /mon,"1. Natural people skills
2. Ability to connect with local businesses
3. Curiosity and helpfulness
4. Experience in networking and educational sales
5. Ability to build trust and establish long-term relationships
...",not sure,
Software Engineer Security & Automation I (Full Time) – United States,2025-11-19,https://jobright.ai/jobs/info/691e3aa209cc522e87737de8?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Boston, MA
Hillsboro, OR
Austin, TX
Atlanta, GA
Alpharetta, GA
Fulton, MD
Dallas, TX",Cisco,10000+,"Communications Infrastructure,Enterprise Software","$104,700-$153,000 /yr","1. Completion within the past 3 years, or current enrollment with expected completion within 12 months, of a certification or relevant degree program (e.g., Associate’s, Apprenticeship, Boot Camp, or Certification in a specialized program + 1 year of relevant experience, High School Diploma + 2 years of relevant experience) or Bachelor’s + 0 years of relevant experience. Relevant fields include:
2. Experience writing, debugging, and maintaining code in Python or other scripting languages (such as Bash), with a focus on automating tasks, workflows, or processes.
3. Understanding of security protocols and principles (e.g., TLS/SSL, SSH, OAuth, SAML, IPsec) and familiarity with common cybersecurity tools.
4. Exposure to DevOps and DevSecOps practices, including integrating security measures into CI/CD pipelines (e.g., Jenkins, GitHub Actions) and cloud environments.
5. Familiarity with cloud security concepts and experience using automation tools within software development and deployment workflows.",not sure,yes
"Associate Security Engineer, Anomaly Detection",2025-11-19,https://jobright.ai/jobs/info/691e5602a49a885af9a27c4f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Burbank, CA",disney,1001-5000,"Events,News",$89K-$119K /yr,"1. Experience in cybersecurity (internships, academic projects, or lab work acceptable).
2. Strong typing proficiency and attention to detail.
3. Basic understanding of networking, operating systems, and core cybersecurity principles.
4. Familiarity with security concepts such as threat detection, threat hunting, and MITRE ATT&CK framework (academic exposure or self-study acceptable).
5. Familiarity with SIEM tools (e.g., Splunk) for detection and analysis.
...",not sure,
Clinical Systems Programmer,2025-11-19,https://jobright.ai/jobs/info/691e39eca49a885af9a26875?utm_source=1100&utm_campaign=Software Engineering,On Site,"Redwood City, California, United States",Revolution Medicines,501-1000,"Health Care,Life Science",$96000-$120000 /yr,"1. Bachelor’s degree in Computer Science, Health Informatics, Biostatistics, or a related field (or equivalent experience in clinical data and programming).
2. 0 - 4 years of experience with SAS, SQL, and R programming for clinical data analysis, including dataset manipulation and TFL generation and verification.
3. Experience with dashboard development and web page design.
4. Familiarity with clinical trial data standards (e.g., SDTM, ADaM) and data cleaning processes.
5. Understanding of software validation processes (IQ, OQ, PQ, UAT) and GxP compliance.
...",not sure,yes
Software Engineer - Junior / Mid / Senior / SME,2025-11-19,https://jobright.ai/jobs/info/691e57f53f782d2f1afb403a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Wright-Patterson AFB, OH",HII,10000+,"Health Care,Public Safety",$57K-$143K /yr,"1. Working knowledge with HTML, XML, JavaScript, TypeScript, and CSS
2. Working knowledge of Web API or similar Service-Oriented Architecture (SOA) frameworks
3. Working knowledge with Continuous Integration/Continuous Delivery tools
4. Secret Security Clearance to start
5. Must be able to obtain and maintain a TS/SCI clearance with enhanced security check
...",no,yes
"Software Engineer, Associate (Engineer Software 1)",2025-11-19,https://jobright.ai/jobs/info/691e56bba49a885af9a27cc7?utm_source=1100&utm_campaign=Software Engineering,On Site,"Warner Robins, GA",HII,10000+,"Health Care,Public Safety",$54K-$85K /yr,"1. 0 years experience with Bachelors in related field; or High School Diploma or equivalent and 4 years relevant experience.
2. Experience in Apple iOS or NodeJS development stack
3. Experience in React web development (React, Express, Swagger/OpenAPI, MongoDB, and Mongoose)
4. Must possess the ability to obtain and maintain a US level Secret clearance",no,yes
"Account Manager, US",2025-11-19,https://jobright.ai/jobs/info/691e38c03f782d2f1afb29bf?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
New York, NY
Mountain View, CA",Branch,251-500,"App Marketing,Mobile Advertising",$119K-$149K /yr,"1. 1-2 years of professional experience in Sales, Account Management, Customer Success, Software Consulting, Technical Account Management, Technical Consulting or similar customer-facing roles.
2. Excellent client management skills, a bias for action, strong sense of accountability, an ability to perform hands-on technical work when needed, and the ability to lead projects and interact with global teams.
3. Experience supporting customers with cloud-based SaaS solutions.
4. Problem-solving skills around business and technical product questions.
5. Ability to analyze & interpret business requirements and customer interactions to anticipate and guide client needs in order to drive value-based use-case adoption.
...",no,
"Data Engineer - Top Secret Clearance (Application Software, Data)",2025-11-19,https://jobright.ai/jobs/info/691e3836a49a885af9a2669c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hawthorne, CA",SpaceX,10000+,"Advanced Materials,Aerospace","$120,000-$170,000 /yr","1. Bachelor's degree in computer science, data science, engineering, math, physics, or scientific discipline; OR 2+ years of professional experience building software in lieu of a degree
2. 1+ years of experience in full stack development, software engineering, data engineering, or data science
3. Active Top Secret or TS/SCI clearance
4. Willing to work extended hours and weekends when needed",no,
